original_id,related_question_id,jaccard_distance,length_difference,cosine_similarity,relevance
Q102,Q102_R31,0.905,2,0.86,Irrelevant
Q102,Q102_R34,0.947,1,0.886,Irrelevant
Q102,Q102_R35,0.955,1,0.939,Irrelevant
Q102,Q102_R41,0.909,189,0.92,Irrelevant
Q102,Q102_R54,0.949,255,0.956,Relevant
Q102,Q102_R69,0.931,213,0.916,Irrelevant
Q103,Q103_R13,0.895,25,0.894,PerfectMatch
Q103,Q103_R14,1.0,102,0.0,Relevant
Q103,Q103_R31,0.953,23,0.873,Relevant
Q103,Q103_R39,0.946,31,0.848,Irrelevant
Q103,Q103_R43,0.897,175,0.909,PerfectMatch
Q103,Q103_R45,0.833,55,0.862,Relevant
Q103,Q103_R47,0.945,131,0.897,Relevant
Q103,Q103_R48,0.943,283,0.898,Irrelevant
Q103,Q103_R49,0.897,46,0.884,PerfectMatch
Q103,Q103_R51,0.9,257,0.895,Relevant
Q104,Q104_R4,0.891,134,0.945,Relevant
Q104,Q104_R29,0.964,393,0.938,Irrelevant
Q104,Q104_R36,0.962,202,0.916,Irrelevant
Q104,Q104_R39,0.953,101,0.927,Irrelevant
Q104,Q104_R41,0.944,316,0.924,Irrelevant
Q104,Q104_R49,0.938,59,0.924,Irrelevant
Q104,Q104_R50,0.948,351,0.91,Irrelevant
Q104,Q104_R56,0.985,294,0.909,Irrelevant
Q104,Q104_R67,0.932,226,0.935,Irrelevant
Q104,Q104_R77,0.95,82,0.926,Irrelevant
Q105,Q105_R2,0.874,116,0.968,Irrelevant
Q105,Q105_R4,0.862,114,0.974,Relevant
Q105,Q105_R5,0.831,37,0.941,Irrelevant
Q105,Q105_R6,0.882,169,0.939,PerfectMatch
Q105,Q105_R10,0.852,160,0.973,Relevant
Q105,Q105_R11,0.886,46,0.954,Irrelevant
Q105,Q105_R13,0.91,17,0.96,Irrelevant
Q105,Q105_R14,0.882,124,0.957,Irrelevant
Q105,Q105_R15,1.0,201,0.789,Irrelevant
Q105,Q105_R18,0.906,128,0.774,Irrelevant
Q106,Q106_R12,0.842,44,0.936,Relevant
Q106,Q106_R20,0.836,91,0.966,Irrelevant
Q106,Q106_R31,0.896,111,0.938,Irrelevant
Q106,Q106_R33,0.892,100,0.951,Irrelevant
Q106,Q106_R46,0.922,113,0.927,Irrelevant
Q106,Q106_R49,0.899,130,0.96,Irrelevant
Q106,Q106_R50,0.899,287,0.942,Irrelevant
Q106,Q106_R51,0.884,144,0.933,Irrelevant
Q106,Q106_R53,0.912,203,0.934,Irrelevant
Q106,Q106_R58,0.917,285,0.912,Irrelevant
Q107,Q107_R5,0.904,149,0.965,PerfectMatch
Q107,Q107_R7,0.929,15,0.914,Relevant
Q107,Q107_R8,0.886,114,0.961,Irrelevant
Q107,Q107_R13,0.855,8,0.957,Relevant
Q107,Q107_R14,0.912,50,0.952,Relevant
Q107,Q107_R15,0.902,19,0.931,Irrelevant
Q107,Q107_R16,0.934,282,0.962,Irrelevant
Q107,Q107_R19,0.912,126,0.949,Irrelevant
Q107,Q107_R23,0.894,184,0.951,Irrelevant
Q107,Q107_R27,0.889,118,0.926,Irrelevant
Q108,Q108_R5,0.706,25,0.931,Relevant
Q108,Q108_R14,0.935,186,0.899,Relevant
Q108,Q108_R25,1.0,41,0.0,Relevant
Q108,Q108_R32,0.945,269,0.935,Irrelevant
Q108,Q108_R40,0.941,22,0.878,Relevant
Q108,Q108_R51,0.907,156,0.87,Irrelevant
Q108,Q108_R62,0.81,62,0.888,Irrelevant
Q108,Q108_R71,1.0,70,0.895,Irrelevant
Q108,Q108_R73,0.943,102,0.883,Irrelevant
Q108,Q108_R74,0.963,240,0.862,Relevant
Q109,Q109_R11,0.914,46,0.951,Irrelevant
Q109,Q109_R20,0.919,183,0.934,Irrelevant
Q109,Q109_R28,0.938,135,0.937,Irrelevant
Q109,Q109_R29,0.915,108,0.87,Irrelevant
Q109,Q109_R32,0.935,122,0.905,Irrelevant
Q109,Q109_R40,0.939,2,0.939,Irrelevant
Q109,Q109_R46,0.9,244,0.955,PerfectMatch
Q109,Q109_R51,0.905,210,0.911,Irrelevant
Q109,Q109_R52,0.918,77,0.875,Irrelevant
Q109,Q109_R61,1.0,210,0.0,Irrelevant
Q110,Q110_R5,0.912,175,0.95,Irrelevant
Q110,Q110_R9,0.974,311,0.841,Irrelevant
Q110,Q110_R12,0.88,236,0.956,Irrelevant
Q110,Q110_R20,0.908,249,0.95,Relevant
Q110,Q110_R23,0.888,95,0.948,Irrelevant
Q110,Q110_R35,0.934,197,0.92,Irrelevant
Q110,Q110_R41,0.884,42,0.962,Irrelevant
Q110,Q110_R43,0.894,33,0.965,Irrelevant
Q110,Q110_R46,0.9,194,0.958,Relevant
Q110,Q110_R49,0.894,216,0.947,Irrelevant
Q111,Q111_R3,0.953,235,0.773,Irrelevant
Q111,Q111_R4,1.0,293,0.828,Relevant
Q111,Q111_R10,1.0,131,0.823,Relevant
Q111,Q111_R11,1.0,118,0.827,Irrelevant
Q111,Q111_R20,1.0,358,0.8,Irrelevant
Q111,Q111_R26,1.0,235,0.8,Irrelevant
Q111,Q111_R27,1.0,185,0.815,Irrelevant
Q111,Q111_R36,1.0,248,0.813,Irrelevant
Q111,Q111_R37,0.981,265,0.794,Irrelevant
Q111,Q111_R41,1.0,316,0.78,Irrelevant
Q112,Q112_R5,0.93,119,0.922,Relevant
Q112,Q112_R21,0.882,156,0.959,Irrelevant
Q112,Q112_R37,0.826,166,0.896,PerfectMatch
Q112,Q112_R41,0.882,6,0.96,PerfectMatch
Q112,Q112_R43,0.887,88,0.964,Relevant
Q112,Q112_R49,0.886,15,0.96,Relevant
Q112,Q112_R51,0.909,80,0.944,Relevant
Q112,Q112_R53,0.935,75,0.913,Irrelevant
Q112,Q112_R61,0.918,130,0.889,Relevant
Q112,Q112_R68,0.918,131,0.943,Relevant
Q113,Q113_R7,0.905,67,0.959,Relevant
Q113,Q113_R15,0.941,331,0.937,Relevant
Q113,Q113_R23,0.865,89,0.958,Irrelevant
Q113,Q113_R25,0.915,239,0.958,Irrelevant
Q113,Q113_R31,0.946,277,0.94,Irrelevant
Q113,Q113_R35,0.837,62,0.972,Irrelevant
Q113,Q113_R45,0.941,239,0.933,Irrelevant
Q113,Q113_R49,0.86,58,0.977,Irrelevant
Q113,Q113_R70,0.829,17,0.972,Irrelevant
Q113,Q113_R80,0.92,281,0.92,Irrelevant
Q114,Q114_R2,0.949,215,0.95,Irrelevant
Q114,Q114_R4,1.0,293,0.0,Irrelevant
Q114,Q114_R5,0.952,28,0.957,Irrelevant
Q114,Q114_R8,0.947,239,0.9,Irrelevant
Q114,Q114_R9,0.922,85,0.953,Irrelevant
Q114,Q114_R11,0.948,222,0.946,Irrelevant
Q114,Q114_R15,0.923,148,0.954,Irrelevant
Q114,Q114_R20,0.95,199,0.91,Irrelevant
Q114,Q114_R25,0.95,171,0.934,Irrelevant
Q114,Q114_R28,0.907,79,0.94,Irrelevant
Q115,Q115_R2,0.911,291,0.944,Irrelevant
Q115,Q115_R7,0.833,14,0.975,PerfectMatch
Q115,Q115_R8,0.812,16,0.968,Irrelevant
Q115,Q115_R11,0.917,277,0.93,Irrelevant
Q115,Q115_R13,0.833,153,0.958,Irrelevant
Q115,Q115_R14,0.822,205,0.944,Irrelevant
Q115,Q115_R15,0.8,207,0.971,Relevant
Q115,Q115_R16,0.899,285,0.927,Relevant
Q115,Q115_R23,0.81,241,0.961,PerfectMatch
Q115,Q115_R24,0.833,116,0.979,Relevant
Q116,Q116_R2,0.784,167,0.96,PerfectMatch
Q116,Q116_R7,0.9,103,0.93,Relevant
Q116,Q116_R11,0.938,279,0.929,Irrelevant
Q116,Q116_R17,0.886,141,0.909,Irrelevant
Q116,Q116_R41,0.855,239,0.951,Irrelevant
Q116,Q116_R49,0.871,72,0.905,Irrelevant
Q116,Q116_R53,0.898,247,0.936,Relevant
Q116,Q116_R54,0.937,240,0.942,Relevant
Q116,Q116_R59,0.904,316,0.909,Irrelevant
Q116,Q116_R63,0.926,12,0.896,Irrelevant
Q117,Q117_R4,1.0,319,0.0,PerfectMatch
Q117,Q117_R6,0.328,76,0.985,PerfectMatch
Q117,Q117_R8,0.833,4,0.953,PerfectMatch
Q117,Q117_R27,0.881,29,0.972,PerfectMatch
Q117,Q117_R31,0.849,101,0.942,Irrelevant
Q117,Q117_R35,0.813,83,0.975,Irrelevant
Q117,Q117_R44,0.895,77,0.975,Relevant
Q117,Q117_R46,0.845,199,0.95,Irrelevant
Q117,Q117_R48,0.792,4,0.978,Relevant
Q117,Q117_R54,0.842,83,0.977,Irrelevant
Q118,Q118_R12,0.856,77,0.978,Irrelevant
Q118,Q118_R17,0.875,226,0.971,Irrelevant
Q118,Q118_R23,0.89,214,0.964,Irrelevant
Q118,Q118_R31,0.857,121,0.97,Irrelevant
Q118,Q118_R37,0.878,66,0.961,Irrelevant
Q118,Q118_R43,0.983,331,0.779,Irrelevant
Q118,Q118_R49,0.877,150,0.963,Relevant
Q118,Q118_R50,0.853,43,0.948,Irrelevant
Q118,Q118_R54,0.848,26,0.96,Irrelevant
Q118,Q118_R58,0.967,311,0.75,Irrelevant
Q119,Q119_R4,0.868,122,0.945,Relevant
Q119,Q119_R5,0.831,18,0.97,Irrelevant
Q119,Q119_R14,0.878,95,0.965,Relevant
Q119,Q119_R24,0.821,170,0.949,Irrelevant
Q119,Q119_R58,0.973,157,0.933,PerfectMatch
Q119,Q119_R61,0.806,170,0.956,Relevant
Q119,Q119_R63,0.828,27,0.976,Relevant
Q119,Q119_R66,0.878,101,0.93,Irrelevant
Q119,Q119_R74,0.865,79,0.972,Relevant
Q119,Q119_R86,0.935,224,0.887,Relevant
Q120,Q120_R2,0.823,7,0.962,Relevant
Q120,Q120_R15,0.884,85,0.961,Irrelevant
Q120,Q120_R17,0.892,47,0.962,Irrelevant
Q120,Q120_R21,0.881,0,0.95,Relevant
Q120,Q120_R23,0.919,14,0.942,PerfectMatch
Q120,Q120_R38,0.848,36,0.954,PerfectMatch
Q120,Q120_R43,0.939,125,0.944,Relevant
Q120,Q120_R46,0.878,119,0.973,Irrelevant
Q120,Q120_R54,0.88,24,0.952,Irrelevant
Q120,Q120_R57,0.855,104,0.926,Irrelevant
Q121,Q121_R1,0.167,6,0.999,PerfectMatch
Q121,Q121_R2,0.943,342,0.889,Irrelevant
Q121,Q121_R3,0.899,49,0.94,Irrelevant
Q121,Q121_R20,0.904,69,0.91,Irrelevant
Q121,Q121_R23,0.886,32,0.95,Irrelevant
Q121,Q121_R26,0.922,131,0.924,Irrelevant
Q121,Q121_R29,0.862,197,0.947,Irrelevant
Q121,Q121_R32,0.929,224,0.908,Irrelevant
Q121,Q121_R34,0.881,99,0.941,Irrelevant
Q121,Q121_R35,0.914,49,0.942,Irrelevant
Q122,Q122_R17,0.866,159,0.943,Irrelevant
Q122,Q122_R30,0.863,30,0.964,Irrelevant
Q122,Q122_R39,0.904,60,0.923,Relevant
Q122,Q122_R46,0.933,206,0.924,Irrelevant
Q122,Q122_R47,0.939,300,0.908,Relevant
Q122,Q122_R48,0.891,48,0.951,Irrelevant
Q122,Q122_R52,0.854,74,0.974,Irrelevant
Q122,Q122_R53,0.871,22,0.962,Irrelevant
Q122,Q122_R76,0.9,15,0.965,Irrelevant
Q122,Q122_R80,0.911,219,0.944,Irrelevant
Q123,Q123_R3,0.944,14,0.87,Relevant
Q123,Q123_R6,0.939,121,0.906,Irrelevant
Q123,Q123_R13,0.929,94,0.856,Irrelevant
Q123,Q123_R15,0.967,80,0.878,Irrelevant
Q123,Q123_R19,0.969,268,0.858,Irrelevant
Q123,Q123_R21,0.912,115,0.895,Relevant
Q123,Q123_R44,0.972,396,0.86,Irrelevant
Q123,Q123_R49,0.966,272,0.873,Irrelevant
Q123,Q123_R50,0.981,286,0.862,Irrelevant
Q123,Q123_R54,0.966,74,0.708,Irrelevant
Q124,Q124_R3,0.95,93,0.909,Relevant
Q124,Q124_R4,0.956,115,0.929,Irrelevant
Q124,Q124_R6,0.966,2,0.877,Irrelevant
Q124,Q124_R9,0.951,268,0.927,Irrelevant
Q124,Q124_R15,0.92,154,0.88,Relevant
Q124,Q124_R16,0.952,121,0.915,Relevant
Q124,Q124_R18,0.93,222,0.928,Irrelevant
Q124,Q124_R21,0.972,104,0.828,Irrelevant
Q124,Q124_R23,0.947,48,0.821,Irrelevant
Q124,Q124_R27,0.943,107,0.904,Irrelevant
Q125,Q125_R4,0.915,179,0.94,PerfectMatch
Q125,Q125_R23,0.941,144,0.925,PerfectMatch
Q125,Q125_R25,0.899,27,0.941,Irrelevant
Q125,Q125_R32,0.911,79,0.908,Relevant
Q125,Q125_R34,0.898,110,0.951,Relevant
Q125,Q125_R50,0.942,48,0.942,Relevant
Q125,Q125_R52,0.935,52,0.927,Relevant
Q125,Q125_R55,0.848,28,0.951,Irrelevant
Q125,Q125_R56,0.982,116,0.914,Irrelevant
Q125,Q125_R60,0.914,1,0.862,Irrelevant
Q126,Q126_R5,0.926,145,0.952,Irrelevant
Q126,Q126_R6,0.936,278,0.963,Irrelevant
Q126,Q126_R14,0.979,65,0.76,Irrelevant
Q126,Q126_R15,0.941,59,0.949,Irrelevant
Q126,Q126_R18,0.912,215,0.949,Irrelevant
Q126,Q126_R20,0.946,353,0.962,Irrelevant
Q126,Q126_R23,0.963,77,0.924,Irrelevant
Q126,Q126_R28,0.939,174,0.954,Irrelevant
Q126,Q126_R45,0.941,25,0.893,Irrelevant
Q126,Q126_R46,0.896,60,0.934,Irrelevant
Q127,Q127_R24,0.842,123,0.957,PerfectMatch
Q127,Q127_R26,0.824,22,0.947,Relevant
Q127,Q127_R34,0.945,204,0.917,Relevant
Q127,Q127_R40,0.826,200,0.96,PerfectMatch
Q127,Q127_R47,0.873,68,0.94,PerfectMatch
Q127,Q127_R51,0.807,108,0.945,Relevant
Q127,Q127_R59,0.943,91,0.781,Relevant
Q127,Q127_R67,0.792,79,0.936,Relevant
Q127,Q127_R76,0.805,28,0.948,Relevant
Q127,Q127_R78,0.884,194,0.944,Relevant
Q128,Q128_R1,0.892,90,0.947,Relevant
Q128,Q128_R5,0.87,125,0.947,Relevant
Q128,Q128_R18,0.953,31,0.955,Relevant
Q128,Q128_R30,0.905,73,0.955,PerfectMatch
Q128,Q128_R37,0.975,31,0.943,Relevant
Q128,Q128_R40,0.885,95,0.941,Relevant
Q128,Q128_R46,0.874,68,0.96,Relevant
Q128,Q128_R47,0.868,18,0.965,Irrelevant
Q128,Q128_R52,0.912,153,0.955,Irrelevant
Q128,Q128_R58,0.885,99,0.95,Relevant
Q129,Q129_R2,0.989,282,0.954,Relevant
Q129,Q129_R8,0.872,24,0.94,Irrelevant
Q129,Q129_R42,0.91,287,0.947,Irrelevant
Q129,Q129_R61,0.938,93,0.949,Relevant
Q129,Q129_R66,0.923,48,0.919,Irrelevant
Q129,Q129_R67,0.946,91,0.923,Irrelevant
Q129,Q129_R72,0.935,34,0.929,Relevant
Q129,Q129_R86,0.935,24,0.94,Irrelevant
Q129,Q129_R90,0.975,239,0.921,Irrelevant
Q129,Q129_R98,0.877,140,0.961,Irrelevant
Q130,Q130_R5,0.844,87,0.948,PerfectMatch
Q130,Q130_R9,0.841,77,0.957,Relevant
Q130,Q130_R13,0.898,127,0.941,Relevant
Q130,Q130_R18,0.859,63,0.948,Irrelevant
Q130,Q130_R23,0.916,127,0.957,Irrelevant
Q130,Q130_R25,0.852,120,0.958,Relevant
Q130,Q130_R29,0.919,113,0.835,Relevant
Q130,Q130_R31,0.909,5,0.945,Irrelevant
Q130,Q130_R34,1.0,238,0.0,Relevant
Q130,Q130_R36,0.879,155,0.971,Relevant
Q131,Q131_R2,0.9,111,0.921,Relevant
Q131,Q131_R6,0.816,24,0.957,PerfectMatch
Q131,Q131_R7,0.912,93,0.968,Relevant
Q131,Q131_R8,0.937,363,0.929,Relevant
Q131,Q131_R13,0.885,126,0.952,Irrelevant
Q131,Q131_R44,0.925,5,0.9,Relevant
Q131,Q131_R51,0.9,10,0.962,Relevant
Q131,Q131_R62,0.854,275,0.969,Relevant
Q131,Q131_R73,0.859,225,0.961,Relevant
Q131,Q131_R92,0.926,214,0.936,Irrelevant
Q132,Q132_R7,0.981,101,0.908,Relevant
Q132,Q132_R21,0.935,72,0.927,PerfectMatch
Q132,Q132_R28,0.963,105,0.925,Relevant
Q132,Q132_R41,0.907,142,0.941,Relevant
Q132,Q132_R43,0.9,58,0.936,Relevant
Q132,Q132_R45,0.938,12,0.883,PerfectMatch
Q132,Q132_R51,0.951,47,0.929,PerfectMatch
Q132,Q132_R59,0.875,125,0.914,Irrelevant
Q132,Q132_R60,0.951,349,0.932,Irrelevant
Q132,Q132_R62,0.949,10,0.92,Irrelevant
Q133,Q133_R4,0.904,31,0.968,Irrelevant
Q133,Q133_R10,0.909,284,0.923,Irrelevant
Q133,Q133_R31,0.859,66,0.973,Irrelevant
Q133,Q133_R55,0.843,105,0.969,Irrelevant
Q133,Q133_R67,0.892,222,0.961,Relevant
Q133,Q133_R68,0.893,205,0.955,Relevant
Q133,Q133_R79,0.864,87,0.973,Irrelevant
Q133,Q133_R83,0.926,267,0.916,Irrelevant
Q133,Q133_R86,0.815,138,0.962,Relevant
Q133,Q133_R87,0.832,1,0.968,Irrelevant
Q134,Q134_R4,0.907,283,0.971,Irrelevant
Q134,Q134_R23,0.965,382,0.887,Irrelevant
Q134,Q134_R30,0.904,303,0.931,Irrelevant
Q134,Q134_R32,0.897,81,0.954,Irrelevant
Q134,Q134_R35,0.889,311,0.946,Irrelevant
Q134,Q134_R37,0.938,314,0.946,Irrelevant
Q134,Q134_R40,0.918,67,0.97,Irrelevant
Q134,Q134_R43,0.923,337,0.969,Irrelevant
Q134,Q134_R44,0.912,239,0.954,Irrelevant
Q134,Q134_R48,1.0,442,0.0,Irrelevant
Q135,Q135_R5,0.931,185,0.904,Irrelevant
Q135,Q135_R15,0.865,50,0.964,Irrelevant
Q135,Q135_R16,0.821,161,0.966,Irrelevant
Q135,Q135_R19,0.913,91,0.863,Irrelevant
Q135,Q135_R27,0.886,69,0.922,Irrelevant
Q135,Q135_R29,0.947,202,0.933,Irrelevant
Q135,Q135_R34,0.946,196,0.936,Irrelevant
Q135,Q135_R36,0.889,60,0.918,Irrelevant
Q135,Q135_R37,0.942,13,0.956,Irrelevant
Q135,Q135_R41,0.881,201,0.969,Irrelevant
Q136,Q136_R2,0.731,64,0.955,PerfectMatch
Q136,Q136_R7,0.878,173,0.917,Relevant
Q136,Q136_R12,0.947,104,0.926,Relevant
Q136,Q136_R15,0.957,165,0.897,Relevant
Q136,Q136_R16,0.878,132,0.931,Irrelevant
Q136,Q136_R24,0.905,150,0.931,Irrelevant
Q136,Q136_R25,0.829,114,0.946,PerfectMatch
Q136,Q136_R30,0.966,41,0.887,Irrelevant
Q136,Q136_R33,0.919,93,0.904,Irrelevant
Q136,Q136_R39,0.935,57,0.899,Irrelevant
Q137,Q137_R20,0.829,182,0.924,PerfectMatch
Q137,Q137_R25,0.904,391,0.916,PerfectMatch
Q137,Q137_R34,0.951,234,0.856,Relevant
Q137,Q137_R36,0.8,175,0.928,PerfectMatch
Q137,Q137_R42,0.853,104,0.912,Relevant
Q137,Q137_R57,0.889,272,0.908,Relevant
Q137,Q137_R61,0.889,112,0.889,PerfectMatch
Q137,Q137_R82,0.982,225,0.866,Relevant
Q137,Q137_R84,0.859,355,0.909,PerfectMatch
Q137,Q137_R86,0.935,347,0.868,Irrelevant
Q138,Q138_R6,0.947,128,0.948,Relevant
Q138,Q138_R10,0.863,84,0.952,Irrelevant
Q138,Q138_R27,0.872,173,0.955,Irrelevant
Q138,Q138_R32,0.959,168,0.942,Irrelevant
Q138,Q138_R33,0.917,129,0.944,Irrelevant
Q138,Q138_R38,1.0,304,0.0,Irrelevant
Q138,Q138_R40,0.872,14,0.95,Irrelevant
Q138,Q138_R41,0.923,139,0.953,Irrelevant
Q138,Q138_R45,0.853,54,0.955,Irrelevant
Q138,Q138_R51,0.93,62,0.943,Irrelevant
Q139,Q139_R7,0.89,7,0.968,Relevant
Q139,Q139_R20,0.898,172,0.951,Irrelevant
Q139,Q139_R22,1.0,298,0.703,Relevant
Q139,Q139_R24,0.939,299,0.906,Relevant
Q139,Q139_R26,0.984,336,0.88,Irrelevant
Q139,Q139_R34,0.837,75,0.966,Relevant
Q139,Q139_R38,0.925,86,0.939,Relevant
Q139,Q139_R55,0.924,128,0.954,Relevant
Q139,Q139_R62,0.938,291,0.93,Relevant
Q139,Q139_R87,0.986,274,0.935,Irrelevant
Q140,Q140_R7,0.856,56,0.966,Irrelevant
Q140,Q140_R8,0.882,73,0.96,Relevant
Q140,Q140_R10,0.892,4,0.937,Irrelevant
Q140,Q140_R11,0.884,53,0.966,Relevant
Q140,Q140_R12,0.892,15,0.943,Irrelevant
Q140,Q140_R22,0.835,91,0.969,Irrelevant
Q140,Q140_R26,0.888,68,0.965,Irrelevant
Q140,Q140_R28,0.943,101,0.967,Relevant
Q140,Q140_R39,0.911,131,0.972,Irrelevant
Q140,Q140_R49,0.883,133,0.97,Irrelevant
Q141,Q141_R16,0.986,333,0.781,Irrelevant
Q141,Q141_R18,1.0,17,0.873,Irrelevant
Q141,Q141_R21,0.983,278,0.91,Irrelevant
Q141,Q141_R31,0.97,308,0.933,Irrelevant
Q141,Q141_R35,0.969,254,0.928,Irrelevant
Q141,Q141_R38,0.969,56,0.917,Irrelevant
Q141,Q141_R48,0.848,81,0.949,Irrelevant
Q141,Q141_R52,0.922,387,0.93,Irrelevant
Q141,Q141_R55,0.938,302,0.873,Irrelevant
Q141,Q141_R58,0.971,323,0.91,Irrelevant
Q142,Q142_R15,0.859,50,0.925,Irrelevant
Q142,Q142_R23,0.867,83,0.921,Irrelevant
Q142,Q142_R30,0.853,138,0.949,Irrelevant
Q142,Q142_R36,0.907,202,0.887,Irrelevant
Q142,Q142_R42,0.875,9,0.935,Irrelevant
Q142,Q142_R44,0.904,30,0.948,Irrelevant
Q142,Q142_R59,0.869,3,0.934,Irrelevant
Q142,Q142_R61,0.867,81,0.948,Relevant
Q142,Q142_R63,0.899,108,0.887,Irrelevant
Q142,Q142_R67,0.966,189,0.866,Irrelevant
Q143,Q143_R1,0.882,287,0.936,Irrelevant
Q143,Q143_R7,0.882,195,0.965,Irrelevant
Q143,Q143_R9,0.925,175,0.886,Relevant
Q143,Q143_R12,0.825,38,0.97,Relevant
Q143,Q143_R13,0.928,168,0.917,Irrelevant
Q143,Q143_R14,0.853,198,0.944,Irrelevant
Q143,Q143_R15,0.853,77,0.97,Irrelevant
Q143,Q143_R16,0.89,114,0.949,Irrelevant
Q143,Q143_R19,0.929,304,0.907,Irrelevant
Q143,Q143_R21,0.865,107,0.938,Irrelevant
Q144,Q144_R11,0.916,19,0.942,Relevant
Q144,Q144_R14,0.806,143,0.965,Irrelevant
Q144,Q144_R15,0.867,37,0.974,Relevant
Q144,Q144_R22,0.88,16,0.962,Relevant
Q144,Q144_R24,0.91,40,0.957,Relevant
Q144,Q144_R31,0.874,50,0.969,Relevant
Q144,Q144_R44,0.945,109,0.886,Relevant
Q144,Q144_R47,0.837,28,0.97,Relevant
Q144,Q144_R50,0.875,34,0.956,Relevant
Q144,Q144_R57,0.825,131,0.962,Relevant
Q145,Q145_R7,1.0,295,0.439,Irrelevant
Q145,Q145_R15,0.921,164,0.933,Irrelevant
Q145,Q145_R17,0.891,52,0.963,Irrelevant
Q145,Q145_R19,0.873,99,0.944,Irrelevant
Q145,Q145_R29,0.929,9,0.955,Relevant
Q145,Q145_R30,0.932,13,0.953,Irrelevant
Q145,Q145_R32,0.882,176,0.962,Irrelevant
Q145,Q145_R33,0.825,6,0.971,Irrelevant
Q145,Q145_R37,0.973,125,0.931,Irrelevant
Q145,Q145_R38,0.873,138,0.942,Irrelevant
Q146,Q146_R3,0.928,254,0.92,Relevant
Q146,Q146_R4,0.885,124,0.963,Relevant
Q146,Q146_R5,0.857,154,0.969,Irrelevant
Q146,Q146_R7,0.883,172,0.956,Relevant
Q146,Q146_R12,0.973,221,0.891,Relevant
Q146,Q146_R13,0.881,87,0.96,Irrelevant
Q146,Q146_R17,0.836,106,0.969,Relevant
Q146,Q146_R22,0.884,81,0.93,Irrelevant
Q146,Q146_R24,0.956,254,0.912,Irrelevant
Q146,Q146_R26,0.908,265,0.929,Irrelevant
Q147,Q147_R6,0.866,237,0.936,Irrelevant
Q147,Q147_R7,0.915,37,0.908,Irrelevant
Q147,Q147_R14,0.868,171,0.951,Relevant
Q147,Q147_R22,0.882,103,0.939,Irrelevant
Q147,Q147_R23,0.855,263,0.929,Relevant
Q147,Q147_R26,0.838,106,0.935,Relevant
Q147,Q147_R28,0.906,50,0.934,Irrelevant
Q147,Q147_R30,0.843,143,0.937,Irrelevant
Q147,Q147_R32,0.931,8,0.944,Irrelevant
Q147,Q147_R36,0.887,150,0.926,Irrelevant
Q148,Q148_R5,0.865,24,0.957,Irrelevant
Q148,Q148_R7,0.887,66,0.947,Irrelevant
Q148,Q148_R8,0.909,101,0.958,Irrelevant
Q148,Q148_R11,0.861,40,0.96,Irrelevant
Q148,Q148_R12,0.878,175,0.97,Irrelevant
Q148,Q148_R19,0.869,90,0.979,Irrelevant
Q148,Q148_R20,0.942,77,0.95,Irrelevant
Q148,Q148_R26,0.926,91,0.943,Irrelevant
Q148,Q148_R27,0.896,212,0.957,Irrelevant
Q148,Q148_R31,0.854,89,0.968,Irrelevant
Q149,Q149_R9,0.887,72,0.963,Irrelevant
Q149,Q149_R19,0.889,41,0.891,Irrelevant
Q149,Q149_R20,0.914,104,0.945,Irrelevant
Q149,Q149_R21,0.911,195,0.949,Irrelevant
Q149,Q149_R22,0.877,10,0.913,Irrelevant
Q149,Q149_R23,0.882,132,0.955,Relevant
Q149,Q149_R33,0.918,64,0.942,Irrelevant
Q149,Q149_R37,0.976,101,0.814,Irrelevant
Q149,Q149_R48,0.915,227,0.951,Irrelevant
Q149,Q149_R50,0.93,19,0.952,Irrelevant
Q150,Q150_R2,0.812,89,0.965,Relevant
Q150,Q150_R3,0.872,21,0.977,Irrelevant
Q150,Q150_R4,0.797,33,0.976,Irrelevant
Q150,Q150_R5,0.806,96,0.976,Irrelevant
Q150,Q150_R9,0.882,188,0.974,Irrelevant
Q150,Q150_R14,0.826,172,0.977,Irrelevant
Q150,Q150_R15,0.864,28,0.972,Relevant
Q150,Q150_R17,0.792,57,0.974,Irrelevant
Q150,Q150_R19,0.816,94,0.974,Irrelevant
Q150,Q150_R23,0.878,121,0.962,Irrelevant
Q151,Q151_R14,0.907,97,0.958,Relevant
Q151,Q151_R15,0.964,101,0.931,Irrelevant
Q151,Q151_R20,0.942,20,0.954,Relevant
Q151,Q151_R23,0.859,79,0.963,Relevant
Q151,Q151_R26,0.866,44,0.941,Irrelevant
Q151,Q151_R32,0.897,58,0.948,Irrelevant
Q151,Q151_R34,0.868,206,0.945,Relevant
Q151,Q151_R38,1.0,224,0.0,Relevant
Q151,Q151_R45,0.848,72,0.964,Irrelevant
Q151,Q151_R50,0.85,17,0.955,Relevant
Q152,Q152_R14,0.86,243,0.936,Irrelevant
Q152,Q152_R35,0.864,226,0.95,Irrelevant
Q152,Q152_R39,0.879,46,0.954,Irrelevant
Q152,Q152_R50,0.84,76,0.947,Irrelevant
Q152,Q152_R60,1.0,213,0.0,Irrelevant
Q152,Q152_R61,0.976,65,0.946,Irrelevant
Q152,Q152_R62,0.926,113,0.9,Irrelevant
Q152,Q152_R66,0.837,186,0.968,Irrelevant
Q152,Q152_R67,0.9,107,0.938,Irrelevant
Q152,Q152_R70,0.892,209,0.961,Irrelevant
Q153,Q153_R3,0.94,308,0.933,Irrelevant
