question_id,related_comment_id,jaccard_distance,length_difference,cosine_similarity,bigram_similarity,w2v_cosine_similarity,relevance
Q293,Q293_R26_C3,0.938,96,0.949,1.0,0.304,Bad
Q293,Q293_R26_C4,0.922,24,0.919,1.0,0.313,PotentiallyUseful
Q293,Q293_R26_C5,0.936,4,0.907,1.0,0.095,Bad
Q293,Q293_R26_C6,0.906,384,0.958,1.0,0.343,Bad
Q293,Q293_R26_C7,0.964,0,0.917,1.0,0.037,Bad
Q293,Q293_R26_C8,0.897,68,0.9,0.93,0.218,Bad
Q293,Q293_R26_C9,0.949,357,0.93,1.0,0.129,Bad
Q293,Q293_R26_C10,0.855,49,0.964,0.986,0.54,Bad
Q293,Q293_R28_C1,0.971,110,0.808,1.0,-0.02,Bad
Q293,Q293_R28_C2,0.95,85,0.888,1.0,0.175,Bad
Q293,Q293_R28_C3,0.98,45,0.925,1.0,0.206,Bad
Q293,Q293_R28_C4,0.974,87,0.843,1.0,0.007,Bad
Q293,Q293_R28_C5,0.907,49,0.941,1.0,0.432,Bad
Q293,Q293_R28_C6,0.911,39,0.945,1.0,0.431,Bad
Q293,Q293_R28_C7,0.894,18,0.833,0.983,0.169,Bad
Q293,Q293_R28_C8,0.944,111,0.879,1.0,0.145,Bad
Q293,Q293_R28_C9,0.968,120,0.529,1.0,0.193,Bad
Q293,Q293_R28_C10,0.934,64,0.942,1.0,0.19,Bad
Q293,Q293_R29_C1,1.0,139,0.543,1.0,0.163,Bad
Q293,Q293_R29_C2,0.958,5,0.833,0.982,0.083,Bad
Q293,Q293_R29_C3,0.917,91,0.944,1.0,0.217,Bad
Q293,Q293_R29_C4,0.879,64,0.952,0.986,0.314,Bad
Q293,Q293_R29_C5,0.918,357,0.964,0.993,0.306,Bad
Q293,Q293_R29_C6,0.97,113,0.89,1.0,0.121,Bad
Q293,Q293_R29_C7,1.0,139,0.543,1.0,0.203,Bad
Q293,Q293_R29_C8,0.955,78,0.946,1.0,0.325,Bad
Q293,Q293_R29_C9,0.946,87,0.869,1.0,0.072,Bad
Q293,Q293_R29_C10,0.971,115,0.882,1.0,0.326,Bad
Q293,Q293_R32_C1,0.963,207,0.955,1.0,0.218,Bad
Q293,Q293_R32_C2,1.0,128,0.555,1.0,0.166,Bad
Q293,Q293_R32_C3,0.95,18,0.794,0.977,0.081,Bad
Q293,Q293_R32_C4,0.964,62,0.908,1.0,0.044,Bad
Q293,Q293_R32_C5,0.97,115,0.829,1.0,0.12,Bad
Q293,Q293_R32_C6,0.941,104,0.881,1.0,0.352,Bad
Q293,Q293_R32_C7,0.93,62,0.874,1.0,0.162,Bad
Q293,Q293_R32_C8,1.0,108,0.871,1.0,0.295,Bad
Q293,Q293_R32_C9,0.864,277,0.947,1.0,0.241,Bad
Q293,Q293_R32_C10,0.922,33,0.909,1.0,0.12,Bad
Q293,Q293_R51_C1,0.946,354,0.935,1.0,0.148,Bad
Q293,Q293_R51_C2,0.915,861,0.956,0.991,0.208,Bad
Q293,Q293_R51_C3,0.895,79,0.919,1.0,0.341,Bad
Q293,Q293_R51_C4,0.951,71,0.883,1.0,0.288,Bad
Q293,Q293_R51_C5,0.93,157,0.9,1.0,0.011,Bad
Q293,Q293_R51_C6,0.923,336,0.716,1.0,0.228,Bad
Q293,Q293_R51_C7,0.926,436,0.74,1.0,0.09,Bad
Q293,Q293_R51_C8,0.895,71,0.87,0.976,0.159,Bad
Q293,Q293_R51_C9,0.958,296,0.933,1.0,0.042,Bad
Q293,Q293_R51_C10,0.952,381,0.935,1.0,0.039,Bad
Q293,Q293_R58_C1,0.952,63,0.888,1.0,0.237,Bad
Q293,Q293_R58_C2,0.971,110,0.816,1.0,0.213,Bad
Q293,Q293_R58_C3,0.906,4,0.939,1.0,0.28,Bad
Q293,Q293_R58_C4,0.951,70,0.875,1.0,0.095,Bad
Q293,Q293_R58_C5,0.976,71,0.868,1.0,-0.087,Bad
Q293,Q293_R58_C6,0.977,71,0.87,1.0,0.117,Bad
Q293,Q293_R58_C7,0.973,105,0.885,1.0,0.214,Bad
Q293,Q293_R58_C8,0.95,83,0.904,1.0,0.213,Bad
Q293,Q293_R58_C9,0.917,97,0.856,1.0,0.02,Bad
Q293,Q293_R58_C10,0.95,87,0.909,1.0,0.275,Bad
Q293,Q293_R60_C1,0.947,40,0.939,1.0,0.375,Bad
Q293,Q293_R60_C2,0.898,44,0.937,1.0,0.161,Bad
Q293,Q293_R60_C3,0.911,212,0.926,1.0,0.095,Bad
Q293,Q293_R60_C4,0.948,210,0.961,1.0,0.342,Bad
Q293,Q293_R60_C5,0.91,314,0.947,1.0,0.387,Bad
Q293,Q293_R60_C6,0.917,145,0.957,1.0,0.271,Bad
Q293,Q293_R60_C7,0.933,552,0.951,1.0,0.282,Bad
Q293,Q293_R60_C8,0.931,19,0.902,1.0,0.053,Bad
Q293,Q293_R60_C9,0.914,135,0.939,1.0,0.335,Bad
Q293,Q293_R60_C10,0.945,12,0.848,1.0,-0.086,Bad
Q294,Q294_R2_C1,0.842,24,0.909,1.0,0.583,Good
Q294,Q294_R2_C2,0.8,110,0.926,0.974,0.663,Bad
Q294,Q294_R2_C3,0.907,286,0.953,0.986,0.636,Good
Q294,Q294_R2_C4,0.864,189,0.948,0.94,0.665,Good
Q294,Q294_R2_C5,0.941,1,0.838,1.0,0.411,Bad
Q294,Q294_R2_C6,0.929,88,0.93,1.0,0.511,PotentiallyUseful
Q294,Q294_R2_C7,0.947,7,0.872,1.0,0.501,PotentiallyUseful
Q294,Q294_R2_C8,0.9,331,0.943,0.988,0.65,Bad
Q294,Q294_R2_C9,0.947,10,0.887,1.0,0.41,PotentiallyUseful
Q294,Q294_R2_C10,0.957,181,0.9,1.0,0.483,Bad
Q294,Q294_R12_C1,1.0,26,0.834,1.0,0.394,Bad
Q294,Q294_R12_C2,1.0,10,0.874,1.0,0.489,Bad
Q294,Q294_R12_C3,0.815,67,0.925,0.969,0.628,Bad
Q294,Q294_R12_C4,0.939,101,0.899,1.0,0.531,Bad
Q294,Q294_R12_C5,0.867,2,0.865,1.0,0.558,Bad
Q294,Q294_R12_C6,0.905,27,0.882,1.0,0.389,Bad
Q294,Q294_R12_C7,0.909,196,0.941,0.96,0.59,Bad
Q294,Q294_R12_C8,0.894,244,0.924,0.969,0.503,Bad
Q294,Q294_R12_C9,0.903,94,0.897,0.971,0.588,Bad
Q294,Q294_R12_C10,0.942,342,0.899,0.986,0.397,PotentiallyUseful
Q294,Q294_R13_C1,0.967,70,0.883,1.0,0.436,Bad
Q294,Q294_R13_C2,0.946,138,0.89,1.0,0.39,Bad
Q294,Q294_R13_C3,1.0,25,0.858,1.0,0.308,Bad
Q294,Q294_R13_C4,1.0,17,0.861,1.0,0.517,Bad
Q294,Q294_R13_C5,1.0,1,0.849,1.0,0.44,Bad
Q294,Q294_R13_C6,0.815,79,0.943,0.9,0.619,Bad
Q294,Q294_R13_C7,0.939,395,0.907,1.0,0.375,Bad
Q294,Q294_R13_C8,0.973,131,0.876,1.0,0.311,Bad
Q294,Q294_R13_C9,1.0,27,0.0,1.0,0.011,Bad
Q294,Q294_R13_C10,0.92,36,0.84,1.0,0.371,Bad
Q294,Q294_R24_C1,0.935,76,0.882,1.0,0.532,Bad
Q294,Q294_R24_C2,0.786,2,0.903,1.0,0.609,Bad
Q294,Q294_R24_C3,0.941,13,0.852,1.0,0.508,Bad
Q294,Q294_R24_C4,0.962,599,0.91,0.992,0.431,Bad
Q294,Q294_R24_C5,0.944,235,0.911,1.0,0.475,Bad
Q294,Q294_R24_C6,0.9,32,0.897,1.0,0.323,Bad
Q294,Q294_R24_C7,0.944,153,0.901,1.0,0.34,Bad
Q294,Q294_R24_C8,0.966,51,0.895,1.0,0.486,Bad
Q294,Q294_R24_C9,0.969,103,0.906,1.0,0.396,Bad
Q294,Q294_R24_C10,0.837,171,0.891,0.983,0.56,Bad
Q294,Q294_R26_C1,1.0,7,0.681,1.0,0.145,Bad
Q294,Q294_R26_C2,1.0,16,0.679,1.0,0.139,Bad
Q294,Q294_R26_C3,0.94,383,0.915,1.0,0.421,Bad
Q294,Q294_R26_C4,0.907,156,0.869,0.98,0.463,Bad
Q294,Q294_R26_C5,0.947,18,0.872,1.0,0.43,Bad
Q294,Q294_R26_C6,0.95,20,0.908,1.0,0.443,Bad
Q294,Q294_R26_C7,1.0,57,0.865,1.0,0.256,Bad
Q294,Q294_R26_C8,0.952,322,0.914,1.0,0.259,Bad
Q294,Q294_R26_C9,1.0,62,0.875,1.0,0.296,Bad
Q294,Q294_R26_C10,0.972,133,0.821,1.0,0.231,Bad
Q294,Q294_R46_C1,0.933,72,0.916,1.0,0.519,Good
Q294,Q294_R46_C2,0.95,23,0.899,1.0,0.295,Good
Q294,Q294_R46_C3,0.951,434,0.877,1.0,0.376,Good
Q294,Q294_R46_C4,0.961,397,0.925,1.0,0.495,Good
Q294,Q294_R46_C5,0.977,967,0.801,1.0,-0.008,PotentiallyUseful
Q294,Q294_R46_C6,0.963,216,0.915,1.0,0.491,Good
Q294,Q294_R46_C7,0.957,429,0.919,1.0,0.396,Good
Q294,Q294_R46_C8,0.88,52,0.877,1.0,0.49,Bad
Q294,Q294_R46_C9,0.952,181,0.915,1.0,0.386,Bad
Q294,Q294_R46_C10,0.903,111,0.867,1.0,0.446,Bad
Q294,Q294_R47_C1,0.864,38,0.902,1.0,0.503,Bad
Q294,Q294_R47_C2,0.917,159,0.936,0.979,0.556,PotentiallyUseful
Q294,Q294_R47_C3,1.0,78,0.878,1.0,0.403,PotentiallyUseful
Q294,Q294_R47_C4,0.92,66,0.896,1.0,0.576,Bad
Q294,Q294_R47_C5,0.795,172,0.944,0.963,0.713,Bad
Q294,Q294_R47_C6,1.0,86,0.899,1.0,0.279,Bad
Q294,Q294_R47_C7,0.943,222,0.956,0.984,0.521,PotentiallyUseful
Q294,Q294_R47_C8,0.925,146,0.897,0.979,0.456,Bad
Q294,Q294_R47_C9,0.92,48,0.937,0.962,0.675,Bad
Q294,Q294_R47_C10,0.864,34,0.909,0.909,0.609,Bad
Q294,Q294_R86_C1,0.917,148,0.926,1.0,0.569,Bad
Q294,Q294_R86_C2,0.941,94,0.882,1.0,0.515,Bad
Q294,Q294_R86_C3,0.886,136,0.928,0.953,0.556,PotentiallyUseful
Q294,Q294_R86_C4,0.875,99,0.902,1.0,0.496,Bad
Q294,Q294_R86_C5,0.933,93,0.869,1.0,0.405,Bad
Q294,Q294_R86_C6,0.976,141,0.854,1.0,0.23,Bad
Q294,Q294_R86_C7,0.914,121,0.899,1.0,0.492,Bad
Q294,Q294_R86_C8,0.917,304,0.916,0.975,0.553,Bad
Q294,Q294_R86_C9,0.925,137,0.901,1.0,0.541,PotentiallyUseful
Q294,Q294_R86_C10,0.857,69,0.909,1.0,0.533,Bad
Q294,Q294_R94_C1,0.902,132,0.92,0.957,0.596,Bad
Q294,Q294_R94_C2,0.896,240,0.934,0.984,0.534,Bad
Q294,Q294_R94_C3,0.927,161,0.908,0.979,0.367,Bad
Q294,Q294_R94_C4,0.984,308,0.915,1.0,0.474,Bad
Q294,Q294_R94_C5,0.938,352,0.914,1.0,0.525,Bad
Q294,Q294_R94_C6,0.964,60,0.886,1.0,0.372,Bad
Q294,Q294_R94_C7,0.913,31,0.875,1.0,0.403,Bad
Q294,Q294_R94_C8,0.762,43,0.938,0.8,0.723,Bad
Q294,Q294_R94_C9,1.0,21,0.685,1.0,0.135,Bad
Q294,Q294_R94_C10,1.0,85,0.839,1.0,0.188,Bad
Q294,Q294_R98_C1,1.0,37,0.233,1.0,-0.062,Bad
Q294,Q294_R98_C2,0.977,188,0.899,1.0,0.371,Bad
Q294,Q294_R98_C3,1.0,98,0.889,1.0,0.362,Bad
Q294,Q294_R98_C4,0.955,334,0.875,0.988,0.172,Bad
Q294,Q294_R98_C5,0.938,49,0.719,1.0,0.017,Bad
Q294,Q294_R98_C6,1.0,84,0.876,1.0,0.45,Bad
Q294,Q294_R98_C7,0.918,422,0.907,0.981,0.603,Bad
Q294,Q294_R98_C8,0.952,35,0.841,1.0,0.461,Bad
Q294,Q294_R98_C9,0.839,109,0.92,0.974,0.585,Bad
Q294,Q294_R98_C10,1.0,5,0.813,1.0,0.326,Bad
Q295,Q295_R17_C1,0.897,11,0.893,1.0,0.258,Bad
Q295,Q295_R17_C2,1.0,127,0.794,1.0,-0.122,Bad
Q295,Q295_R17_C3,0.947,172,0.789,1.0,0.109,Bad
Q295,Q295_R17_C4,0.951,157,0.835,1.0,0.249,Bad
Q295,Q295_R17_C5,0.959,119,0.865,1.0,0.139,Bad
Q295,Q295_R17_C6,0.953,141,0.654,1.0,0.052,Bad
Q295,Q295_R17_C7,0.857,46,0.909,1.0,0.224,Bad
Q295,Q295_R17_C8,0.944,61,0.906,1.0,0.195,Bad
Q295,Q295_R17_C9,0.975,149,0.816,1.0,0.085,Bad
Q295,Q295_R17_C10,1.0,89,0.856,1.0,0.044,Bad
Q295,Q295_R28_C1,0.955,130,0.903,1.0,0.091,Bad
Q295,Q295_R28_C2,0.952,141,0.856,1.0,0.143,Bad
Q295,Q295_R28_C3,0.918,6,0.936,1.0,0.317,Bad
Q295,Q295_R28_C4,0.94,110,0.897,1.0,0.43,Bad
Q295,Q295_R28_C5,0.863,94,0.894,0.985,0.372,Bad
Q295,Q295_R28_C6,0.917,106,0.895,1.0,0.167,Bad
Q295,Q295_R28_C7,0.979,134,0.862,1.0,0.061,Bad
Q295,Q295_R28_C8,0.925,154,0.853,1.0,0.302,Bad
Q295,Q295_R28_C9,0.932,146,0.899,1.0,0.249,Bad
Q295,Q295_R28_C10,0.935,123,0.799,1.0,0.132,Bad
Q295,Q295_R31_C1,0.936,97,0.878,1.0,0.118,Bad
Q295,Q295_R31_C2,0.897,2,0.927,1.0,0.334,Bad
Q295,Q295_R31_C3,0.9,9,0.925,1.0,0.286,Bad
Q295,Q295_R31_C4,0.955,33,0.907,1.0,0.086,Bad
Q295,Q295_R31_C5,0.962,81,0.89,1.0,0.206,Bad
Q295,Q295_R31_C6,1.0,176,0.783,1.0,0.054,Bad
Q295,Q295_R31_C7,0.95,169,0.832,1.0,0.273,Bad
Q295,Q295_R31_C8,0.955,147,0.744,1.0,0.13,Bad
Q295,Q295_R31_C9,1.0,173,0.789,1.0,0.18,Bad
Q295,Q295_R31_C10,0.893,50,0.91,1.0,0.249,Bad
Q295,Q295_R32_C1,0.925,267,0.929,1.0,0.084,Bad
Q295,Q295_R32_C2,0.907,77,0.934,1.0,0.288,Bad
Q295,Q295_R32_C3,0.885,15,0.912,1.0,0.308,Bad
Q295,Q295_R32_C4,0.95,44,0.887,1.0,0.09,Bad
Q295,Q295_R32_C5,0.91,171,0.91,1.0,0.347,Bad
Q295,Q295_R32_C6,0.923,781,0.922,0.992,-0.0,Bad
Q295,Q295_R32_C7,0.941,1,0.921,1.0,0.338,Bad
Q295,Q295_R32_C8,0.933,707,0.947,1.0,0.252,Bad
Q295,Q295_R32_C9,0.913,76,0.936,0.98,0.211,Bad
Q295,Q295_R32_C10,0.931,795,0.921,1.0,0.036,Bad
Q295,Q295_R38_C1,0.927,160,0.871,1.0,0.22,Bad
Q295,Q295_R38_C2,0.881,19,0.924,1.0,0.394,Bad
Q295,Q295_R38_C3,0.923,82,0.88,1.0,0.18,Bad
Q295,Q295_R38_C4,0.852,12,0.841,1.0,0.377,Bad
Q295,Q295_R38_C5,0.786,114,0.901,1.0,0.557,Bad
Q295,Q295_R38_C6,0.95,101,0.771,1.0,0.153,Bad
Q295,Q295_R38_C7,0.939,92,0.829,1.0,-0.017,Bad
Q295,Q295_R38_C8,0.979,129,0.861,1.0,0.329,Bad
Q295,Q295_R38_C9,0.881,150,0.907,1.0,0.24,Bad
Q295,Q295_R38_C10,0.93,147,0.876,1.0,0.183,Bad
Q295,Q295_R40_C1,0.933,128,0.896,1.0,0.084,Bad
Q295,Q295_R40_C2,0.893,74,0.915,1.0,0.276,Bad
Q295,Q295_R40_C3,0.948,60,0.905,1.0,0.122,Bad
Q295,Q295_R40_C4,0.925,16,0.91,1.0,0.191,Bad
Q295,Q295_R40_C5,0.952,152,0.833,1.0,0.013,Bad
Q295,Q295_R40_C6,1.0,135,0.745,1.0,-0.167,Bad
Q295,Q295_R40_C7,0.898,456,0.937,0.994,0.183,Bad
Q295,Q295_R40_C8,0.87,61,0.896,1.0,0.313,Bad
Q295,Q295_R40_C9,0.939,106,0.851,1.0,0.35,Bad
Q295,Q295_R40_C10,0.841,113,0.902,0.966,0.518,Bad
Q295,Q295_R42_C1,0.957,106,0.872,1.0,0.08,Bad
Q295,Q295_R42_C2,0.877,415,0.957,1.0,0.326,Bad
Q295,Q295_R42_C3,1.0,95,0.378,1.0,-0.054,Bad
Q295,Q295_R42_C4,0.902,95,0.885,1.0,0.249,Bad
Q295,Q295_R42_C5,0.87,108,0.891,1.0,0.204,Bad
Q295,Q295_R42_C6,0.966,19,0.863,1.0,-0.041,Bad
Q295,Q295_R42_C7,0.891,64,0.916,1.0,0.124,Bad
Q295,Q295_R42_C8,0.925,160,0.917,1.0,0.035,Bad
Q295,Q295_R42_C9,0.909,68,0.88,1.0,0.175,Bad
Q295,Q295_R42_C10,0.904,110,0.903,1.0,0.017,Bad
Q295,Q295_R50_C1,0.909,32,0.911,1.0,0.127,Bad
Q295,Q295_R50_C2,0.86,412,0.934,0.994,0.248,Bad
Q295,Q295_R50_C3,0.973,176,0.673,1.0,0.112,Bad
Q295,Q295_R50_C4,0.977,161,0.825,1.0,0.124,Bad
Q295,Q295_R50_C5,0.951,20,0.918,1.0,0.155,Bad
Q295,Q295_R50_C6,0.86,124,0.881,1.0,0.493,Bad
Q295,Q295_R50_C7,1.0,150,0.731,1.0,0.146,Bad
Q295,Q295_R50_C8,0.958,112,0.805,1.0,-0.145,Bad
Q295,Q295_R50_C9,0.926,539,0.921,1.0,0.135,Bad
Q295,Q295_R50_C10,0.91,209,0.944,1.0,0.358,Bad
Q295,Q295_R61_C1,0.914,53,0.847,1.0,0.307,Bad
Q295,Q295_R61_C2,0.973,183,0.552,1.0,0.267,Bad
Q295,Q295_R61_C3,0.914,287,0.937,1.0,0.284,Bad
Q295,Q295_R61_C4,0.909,103,0.934,0.991,0.078,Bad
Q295,Q295_R61_C5,1.0,180,0.733,1.0,0.188,Bad
Q295,Q295_R61_C6,0.851,88,0.933,1.0,0.419,Bad
Q295,Q295_R61_C7,0.933,15,0.913,1.0,0.097,Bad
Q295,Q295_R61_C8,0.951,127,0.536,1.0,0.028,Bad
Q295,Q295_R61_C9,0.927,85,0.915,1.0,0.277,Bad
Q295,Q295_R61_C10,0.905,15,0.905,1.0,0.437,Bad
Q295,Q295_R63_C1,0.974,153,0.598,1.0,-0.042,Bad
Q295,Q295_R63_C2,0.98,59,0.66,1.0,-0.1,Bad
Q295,Q295_R63_C3,1.0,73,0.891,1.0,0.14,Bad
Q295,Q295_R63_C4,0.976,141,0.413,1.0,-0.058,Bad
Q295,Q295_R63_C5,1.0,95,0.485,1.0,-0.127,Bad
Q295,Q295_R63_C6,1.0,45,0.677,1.0,-0.052,Bad
Q295,Q295_R63_C7,1.0,161,0.438,1.0,0.087,Bad
Q295,Q295_R63_C8,1.0,57,0.899,1.0,0.095,Bad
Q295,Q295_R63_C9,1.0,169,0.716,1.0,0.204,Bad
Q295,Q295_R63_C10,1.0,158,0.648,1.0,-0.126,Bad
Q296,Q296_R17_C1,0.946,22,0.914,1.0,0.162,Bad
Q296,Q296_R17_C2,0.958,41,0.815,1.0,0.145,Good
Q296,Q296_R17_C3,1.0,39,0.707,1.0,0.004,Good
Q296,Q296_R17_C4,1.0,23,0.858,1.0,0.344,PotentiallyUseful
Q296,Q296_R17_C5,0.857,8,0.923,1.0,0.406,PotentiallyUseful
Q296,Q296_R17_C6,0.952,64,0.759,1.0,0.293,Bad
Q296,Q296_R17_C7,1.0,29,0.862,1.0,0.158,Bad
Q296,Q296_R17_C8,0.966,33,0.909,1.0,0.26,Good
Q296,Q296_R17_C9,0.962,35,0.824,1.0,0.183,Good
Q296,Q296_R17_C10,0.952,53,0.812,1.0,0.168,Bad
Q296,Q296_R21_C1,0.921,35,0.931,1.0,0.401,PotentiallyUseful
Q296,Q296_R21_C2,0.965,180,0.92,1.0,0.311,PotentiallyUseful
Q296,Q296_R21_C3,1.0,33,0.839,1.0,0.145,Bad
Q296,Q296_R21_C4,0.934,234,0.932,0.988,0.347,PotentiallyUseful
Q296,Q296_R21_C5,0.968,5,0.879,1.0,0.268,PotentiallyUseful
Q296,Q296_R21_C6,0.974,33,0.895,1.0,0.125,Bad
Q296,Q296_R21_C7,0.962,132,0.9,1.0,0.126,PotentiallyUseful
Q296,Q296_R21_C8,1.0,5,0.846,1.0,0.072,PotentiallyUseful
Q296,Q296_R21_C9,0.909,57,0.864,1.0,0.165,Bad
Q296,Q296_R21_C10,1.0,18,0.839,1.0,0.305,Bad
Q296,Q296_R22_C1,0.955,57,0.869,1.0,0.296,Bad
Q296,Q296_R22_C2,1.0,46,0.834,1.0,0.246,Bad
Q296,Q296_R22_C3,0.92,32,0.885,1.0,0.341,PotentiallyUseful
Q296,Q296_R22_C4,0.769,22,0.929,0.969,0.49,Bad
Q296,Q296_R22_C5,0.962,35,0.861,1.0,0.149,Bad
Q296,Q296_R22_C6,1.0,79,0.55,1.0,-0.017,Bad
Q296,Q296_R22_C7,1.0,77,0.657,1.0,0.021,Bad
Q296,Q296_R22_C8,1.0,76,0.736,1.0,-0.088,Bad
Q296,Q296_R22_C9,0.95,44,0.879,1.0,0.305,PotentiallyUseful
Q296,Q296_R22_C10,1.0,67,0.784,1.0,0.121,Bad
Q296,Q296_R26_C1,0.944,40,0.924,1.0,0.527,Good
Q296,Q296_R26_C2,0.957,33,0.784,1.0,0.132,Bad
Q296,Q296_R26_C3,0.933,50,0.944,1.0,0.41,Bad
Q296,Q296_R26_C4,0.957,292,0.932,1.0,0.356,Bad
Q296,Q296_R26_C5,0.965,138,0.937,1.0,0.157,PotentiallyUseful
Q296,Q296_R26_C6,0.942,252,0.932,1.0,0.376,Good
Q296,Q296_R26_C7,1.0,47,0.584,1.0,0.033,Bad
Q296,Q296_R26_C8,0.879,0,0.935,1.0,0.495,Good
Q296,Q296_R26_C9,1.0,19,0.809,1.0,0.073,Bad
Q296,Q296_R26_C10,0.956,74,0.933,1.0,0.321,PotentiallyUseful
Q296,Q296_R27_C1,1.0,74,0.712,1.0,0.131,Bad
Q296,Q296_R27_C2,1.0,0,0.878,1.0,0.213,Good
Q296,Q296_R27_C3,0.963,32,0.876,1.0,0.251,Bad
Q296,Q296_R27_C4,1.0,90,0.106,1.0,-0.056,Bad
Q296,Q296_R27_C5,1.0,60,0.85,1.0,0.139,Bad
Q296,Q296_R27_C6,0.947,74,0.746,1.0,0.092,Bad
Q296,Q296_R27_C7,0.938,37,0.587,1.0,0.225,Bad
Q296,Q296_R27_C8,0.865,16,0.935,1.0,0.304,Bad
Q296,Q296_R27_C9,0.955,41,0.773,1.0,0.272,PotentiallyUseful
Q296,Q296_R27_C10,0.968,32,0.8,1.0,0.107,Bad
Q296,Q296_R45_C1,0.973,12,0.911,1.0,0.353,Bad
Q296,Q296_R45_C2,0.952,59,0.906,1.0,0.241,Bad
Q296,Q296_R45_C3,0.977,70,0.869,1.0,0.209,Bad
Q296,Q296_R45_C4,1.0,56,0.762,1.0,-0.001,Bad
Q296,Q296_R45_C5,0.898,142,0.937,1.0,0.437,Bad
Q296,Q296_R45_C6,0.933,20,0.896,1.0,0.492,Bad
Q296,Q296_R45_C7,0.936,266,0.928,1.0,0.302,Bad
Q296,Q296_R45_C8,0.955,336,0.872,1.0,0.191,Bad
Q296,Q296_R45_C9,0.857,202,0.926,1.0,0.4,Bad
Q296,Q296_R45_C10,0.889,117,0.924,1.0,0.297,Bad
Q296,Q296_R50_C1,0.946,458,0.917,1.0,0.24,PotentiallyUseful
Q296,Q296_R50_C2,0.935,112,0.913,1.0,0.199,Good
Q296,Q296_R50_C3,0.925,208,0.913,1.0,0.165,Bad
Q296,Q296_R50_C4,0.954,591,0.946,1.0,0.293,Good
Q296,Q296_R50_C5,0.942,751,0.948,0.989,0.354,Good
Q296,Q296_R50_C6,0.907,121,0.894,1.0,0.212,Good
Q296,Q296_R50_C7,0.939,260,0.892,1.0,0.184,PotentiallyUseful
Q296,Q296_R50_C8,1.0,89,0.888,1.0,0.235,PotentiallyUseful
Q296,Q296_R50_C9,0.945,145,0.886,1.0,0.048,Bad
Q296,Q296_R50_C10,1.0,126,0.881,1.0,0.188,Bad
Q296,Q296_R51_C1,0.923,40,0.876,1.0,0.452,Bad
Q296,Q296_R51_C2,0.929,27,0.905,1.0,0.33,Bad
Q296,Q296_R51_C3,0.84,45,0.928,1.0,0.466,Bad
Q296,Q296_R51_C4,1.0,68,0.79,1.0,0.176,Bad
Q296,Q296_R51_C5,0.933,5,0.874,1.0,0.416,Bad
Q296,Q296_R51_C6,0.968,11,0.84,1.0,-0.005,Bad
Q296,Q296_R51_C7,0.944,287,0.941,1.0,0.331,Bad
Q296,Q296_R51_C8,0.952,72,0.687,1.0,-0.034,Bad
Q296,Q296_R51_C9,0.962,49,0.924,1.0,0.337,Bad
Q296,Q296_R51_C10,0.917,55,0.904,1.0,0.27,Bad
Q296,Q296_R52_C1,1.0,52,0.79,1.0,-0.067,Bad
Q296,Q296_R52_C2,0.935,76,0.92,1.0,0.307,Bad
Q296,Q296_R52_C3,1.0,83,0.0,1.0,0.14,Bad
Q296,Q296_R52_C4,0.966,15,0.89,1.0,0.121,Bad
Q296,Q296_R52_C5,0.96,44,0.889,1.0,0.206,Bad
Q296,Q296_R52_C6,0.958,57,0.879,1.0,0.209,Bad
Q296,Q296_R52_C7,0.926,37,0.909,1.0,0.319,Bad
Q296,Q296_R52_C8,0.957,80,0.922,1.0,0.261,Bad
Q296,Q296_R52_C9,0.957,112,0.899,1.0,0.345,Bad
Q296,Q296_R52_C10,0.927,42,0.922,1.0,0.177,Bad
Q296,Q296_R54_C1,0.926,42,0.849,1.0,0.356,Good
Q296,Q296_R54_C2,1.0,68,0.942,1.0,0.301,Good
Q296,Q296_R54_C3,0.977,58,0.905,1.0,0.327,Good
Q296,Q296_R54_C4,1.0,81,0.0,1.0,-0.058,Bad
Q296,Q296_R54_C5,1.0,59,0.79,1.0,-0.006,Good
Q296,Q296_R54_C6,0.938,15,0.89,1.0,0.262,Good
Q296,Q296_R54_C7,0.886,2,0.853,1.0,0.485,Bad
Q296,Q296_R54_C8,0.963,34,0.884,1.0,0.304,Good
Q296,Q296_R54_C9,1.0,42,0.859,1.0,0.158,Bad
Q296,Q296_R54_C10,0.872,41,0.939,1.0,0.436,Good
Q297,Q297_R1_C1,0.971,65,0.909,1.0,0.206,Good
Q297,Q297_R1_C2,0.932,183,0.955,1.0,0.377,Good
Q297,Q297_R1_C3,0.941,69,0.932,1.0,0.312,Good
Q297,Q297_R1_C4,0.906,140,0.921,1.0,0.231,Good
Q297,Q297_R1_C5,0.959,1,0.933,1.0,0.308,Bad
Q297,Q297_R1_C6,0.964,45,0.945,1.0,0.402,Good
Q297,Q297_R1_C7,0.91,301,0.955,1.0,0.272,Good
Q297,Q297_R1_C8,0.982,68,0.935,1.0,0.184,Good
Q297,Q297_R1_C9,0.909,42,0.935,1.0,0.276,PotentiallyUseful
Q297,Q297_R1_C10,0.893,52,0.942,1.0,0.376,Bad
Q297,Q297_R17_C1,0.923,56,0.93,1.0,0.39,Bad
Q297,Q297_R17_C2,0.942,251,0.942,1.0,0.056,Bad
Q297,Q297_R17_C3,0.902,52,0.931,1.0,0.497,Bad
Q297,Q297_R17_C4,0.952,711,0.932,1.0,0.254,Bad
