id,question1_id,question2_id,jaccard_distance,length_difference,cosine_similarity,relevance
1111,Q62,Q62_R8,0.855,153,0.809,0
1112,Q62,Q62_R10,0.826,16,0.803,0
1113,Q62,Q62_R11,0.894,227,0.599,0
1114,Q62,Q62_R13,0.789,163,0.824,0
1115,Q62,Q62_R22,0.847,188,0.743,0
1116,Q62,Q62_R25,0.881,215,0.654,0
1117,Q62,Q62_R27,0.886,194,0.715,0
1118,Q62,Q62_R31,0.892,187,0.789,1
1119,Q62,Q62_R37,0.851,28,0.801,0
1120,Q63,Q63_R3,0.875,210,0.729,1
1121,Q63,Q63_R5,0.911,235,0.801,0
1122,Q63,Q63_R8,0.905,284,0.78,0
1123,Q63,Q63_R11,0.872,220,0.763,0
1124,Q63,Q63_R13,0.846,105,0.784,0
1125,Q63,Q63_R20,0.867,26,0.772,0
1126,Q63,Q63_R22,0.875,60,0.822,0
1127,Q63,Q63_R24,0.922,228,0.762,0
1128,Q63,Q63_R25,0.849,1,0.713,0
1129,Q63,Q63_R26,0.851,56,0.797,0
1130,Q64,Q64_R10,0.937,234,0.819,0
1131,Q64,Q64_R11,0.859,77,0.852,0
1132,Q64,Q64_R27,0.83,114,0.832,0
1133,Q64,Q64_R29,0.9,60,0.825,0
1134,Q64,Q64_R39,0.896,163,0.762,0
1135,Q64,Q64_R61,0.926,10,0.802,0
1136,Q64,Q64_R76,0.908,135,0.708,0
1137,Q64,Q64_R84,0.872,85,0.602,0
1138,Q64,Q64_R85,0.873,75,0.772,0
1139,Q64,Q64_R89,0.936,61,0.804,0
1140,Q65,Q65_R13,0.964,262,0.572,0
1141,Q65,Q65_R14,0.945,261,0.629,0
1142,Q65,Q65_R17,0.951,161,0.66,0
1143,Q65,Q65_R21,0.96,411,0.585,0
1144,Q65,Q65_R28,0.955,350,0.639,1
1145,Q65,Q65_R36,0.981,264,0.34,0
1146,Q65,Q65_R47,0.978,184,0.509,0
1147,Q65,Q65_R55,0.973,327,0.569,0
1148,Q65,Q65_R62,0.969,383,0.624,0
1149,Q65,Q65_R68,0.964,297,0.556,0
1150,Q66,Q66_R3,0.797,22,0.816,1
1151,Q66,Q66_R4,0.833,78,0.776,1
1152,Q66,Q66_R8,0.882,15,0.802,1
1153,Q66,Q66_R10,0.873,122,0.838,1
1154,Q66,Q66_R11,0.865,125,0.806,1
1155,Q66,Q66_R18,0.768,155,0.791,1
1156,Q66,Q66_R19,0.9,167,0.663,1
1157,Q66,Q66_R35,0.806,66,0.841,0
1158,Q66,Q66_R46,0.875,110,0.715,1
1159,Q66,Q66_R64,0.897,79,0.816,0
1160,Q67,Q67_R1,0.87,11,0.635,1
1161,Q67,Q67_R3,0.783,6,0.704,1
1162,Q67,Q67_R18,0.896,300,0.628,0
1163,Q67,Q67_R20,0.857,11,0.65,0
1164,Q67,Q67_R26,0.929,101,0.602,0
1165,Q67,Q67_R27,0.857,37,0.634,1
1166,Q67,Q67_R31,0.783,3,0.537,1
1167,Q67,Q67_R36,0.95,75,0.478,1
1168,Q67,Q67_R40,0.875,305,0.677,1
1169,Q67,Q67_R44,0.906,286,0.701,0
1170,Q68,Q68_R22,0.923,90,0.802,0
1171,Q68,Q68_R24,0.849,90,0.827,0
1172,Q68,Q68_R29,0.873,186,0.742,0
1173,Q68,Q68_R44,0.916,67,0.791,0
1174,Q68,Q68_R54,0.877,71,0.833,0
1175,Q68,Q68_R59,0.865,68,0.745,1
1176,Q68,Q68_R62,0.9,97,0.779,0
1177,Q68,Q68_R65,0.929,137,0.797,0
1178,Q68,Q68_R66,0.852,22,0.853,0
1179,Q68,Q68_R72,0.941,144,0.812,0
1180,Q69,Q69_R2,0.828,191,0.817,1
1181,Q69,Q69_R3,0.708,23,0.769,1
1182,Q69,Q69_R7,0.879,266,0.768,1
1183,Q69,Q69_R9,0.911,67,0.796,0
1184,Q69,Q69_R16,0.848,26,0.628,1
1185,Q69,Q69_R19,0.894,379,0.867,1
1186,Q69,Q69_R22,0.89,238,0.816,1
1187,Q69,Q69_R23,0.812,113,0.794,1
1188,Q69,Q69_R25,0.899,236,0.746,1
1189,Q69,Q69_R26,0.873,192,0.712,1
1190,Q70,Q70_R5,0.895,28,0.806,1
1191,Q70,Q70_R17,0.931,199,0.826,0
1192,Q70,Q70_R29,0.951,168,0.603,0
1193,Q70,Q70_R30,0.927,136,0.713,0
1194,Q70,Q70_R35,0.904,155,0.785,0
1195,Q70,Q70_R36,0.899,22,0.85,0
1196,Q70,Q70_R37,0.903,186,0.72,0
1197,Q70,Q70_R38,0.95,136,0.822,0
1198,Q70,Q70_R42,0.917,93,0.871,0
1199,Q70,Q70_R43,0.935,77,0.841,0
1200,Q71,Q71_R1,0.019,1,0.999,1
1201,Q71,Q71_R8,0.893,124,0.736,0
1202,Q71,Q71_R16,0.911,107,0.802,0
1203,Q71,Q71_R18,0.924,195,0.758,0
1204,Q71,Q71_R20,0.939,90,0.756,0
1205,Q71,Q71_R42,0.92,86,0.731,0
1206,Q71,Q71_R44,0.908,152,0.874,0
1207,Q71,Q71_R45,0.933,99,0.739,0
1208,Q71,Q71_R47,0.906,35,0.771,0
1209,Q71,Q71_R54,0.857,192,0.661,0
1210,Q72,Q72_R1,0.846,47,0.695,1
1211,Q72,Q72_R21,0.862,41,0.783,1
1212,Q72,Q72_R23,0.795,110,0.699,1
1213,Q72,Q72_R24,0.862,225,0.73,1
1214,Q72,Q72_R28,0.896,284,0.602,0
1215,Q72,Q72_R37,0.911,311,0.575,1
1216,Q72,Q72_R39,0.893,10,0.653,1
1217,Q72,Q72_R42,0.95,297,0.728,0
1218,Q72,Q72_R71,0.941,1,0.535,0
1219,Q72,Q72_R78,0.877,238,0.684,1
1220,Q73,Q73_R2,0.874,213,0.847,1
1221,Q73,Q73_R3,0.901,280,0.744,1
1222,Q73,Q73_R6,0.763,53,0.877,1
1223,Q73,Q73_R20,0.921,47,0.758,0
1224,Q73,Q73_R33,0.845,52,0.787,1
1225,Q73,Q73_R41,0.883,68,0.844,1
1226,Q73,Q73_R52,0.918,365,0.607,1
1227,Q73,Q73_R63,0.928,377,0.547,1
1228,Q73,Q73_R66,0.949,326,0.771,1
1229,Q73,Q73_R67,0.908,260,0.743,0
1230,Q74,Q74_R6,0.794,11,0.734,1
1231,Q74,Q74_R7,0.881,153,0.821,1
1232,Q74,Q74_R11,0.811,102,0.803,1
1233,Q74,Q74_R27,0.941,56,0.604,0
1234,Q74,Q74_R37,0.864,10,0.73,1
1235,Q74,Q74_R42,0.859,179,0.668,0
1236,Q74,Q74_R57,0.829,241,0.675,0
1237,Q74,Q74_R63,0.933,138,0.613,0
1238,Q74,Q74_R77,0.925,152,0.589,0
1239,Q74,Q74_R78,0.895,234,0.811,0
1240,Q75,Q75_R8,0.874,23,0.863,1
1241,Q75,Q75_R15,0.92,90,0.701,1
1242,Q75,Q75_R24,0.947,132,0.258,0
1243,Q75,Q75_R25,0.925,93,0.781,0
1244,Q75,Q75_R26,0.918,284,0.734,1
1245,Q75,Q75_R36,0.929,23,0.795,0
1246,Q75,Q75_R41,0.864,58,0.868,0
1247,Q75,Q75_R42,0.868,120,0.822,0
1248,Q75,Q75_R52,0.944,208,0.743,0
1249,Q75,Q75_R55,0.897,7,0.807,1
1250,Q76,Q76_R9,0.896,289,0.561,0
1251,Q76,Q76_R11,0.871,103,0.426,0
1252,Q76,Q76_R13,0.943,316,0.293,0
1253,Q76,Q76_R26,0.939,229,0.637,0
1254,Q76,Q76_R37,0.974,393,0.517,0
1255,Q76,Q76_R38,0.944,257,0.533,0
1256,Q76,Q76_R41,0.867,6,0.325,1
1257,Q76,Q76_R53,0.789,52,0.615,1
1258,Q76,Q76_R58,0.913,277,0.435,1
1259,Q76,Q76_R62,0.907,280,0.636,0
1260,Q77,Q77_R4,0.841,163,0.799,1
1261,Q77,Q77_R5,0.862,230,0.85,1
1262,Q77,Q77_R7,0.917,188,0.872,0
1263,Q77,Q77_R9,0.843,189,0.795,0
1264,Q77,Q77_R16,0.885,138,0.687,0
1265,Q77,Q77_R20,0.904,129,0.677,0
1266,Q77,Q77_R23,0.942,146,0.606,0
1267,Q77,Q77_R24,0.912,57,0.761,0
1268,Q77,Q77_R29,0.886,45,0.768,1
1269,Q77,Q77_R30,0.894,189,0.523,0
1270,Q78,Q78_R2,0.905,194,0.464,1
1271,Q78,Q78_R3,0.911,207,0.47,1
1272,Q78,Q78_R6,0.867,214,0.287,1
1273,Q78,Q78_R7,0.925,284,0.436,1
1274,Q78,Q78_R12,0.838,141,0.594,1
1275,Q78,Q78_R14,0.857,60,0.641,1
1276,Q78,Q78_R15,0.907,365,0.629,1
1277,Q78,Q78_R16,0.911,230,0.452,0
1278,Q78,Q78_R17,0.932,276,0.399,1
1279,Q78,Q78_R19,0.934,270,0.386,1
1280,Q79,Q79_R2,0.846,168,0.704,1
1281,Q79,Q79_R6,0.863,250,0.786,0
1282,Q79,Q79_R7,0.867,109,0.58,1
1283,Q79,Q79_R12,0.851,111,0.811,1
1284,Q79,Q79_R13,0.8,111,0.706,1
1285,Q79,Q79_R15,0.837,60,0.743,1
1286,Q79,Q79_R24,0.867,5,0.785,1
1287,Q79,Q79_R29,0.923,192,0.724,1
1288,Q79,Q79_R32,0.847,139,0.854,1
1289,Q79,Q79_R35,0.898,11,0.733,0
1290,Q80,Q80_R11,0.781,23,0.883,1
1291,Q80,Q80_R17,0.879,54,0.778,1
1292,Q80,Q80_R23,0.918,117,0.825,0
1293,Q80,Q80_R35,0.882,129,0.831,1
1294,Q80,Q80_R39,0.812,121,0.847,0
1295,Q80,Q80_R45,0.882,80,0.865,0
1296,Q80,Q80_R53,0.919,192,0.849,0
1297,Q80,Q80_R61,0.894,47,0.805,0
1298,Q80,Q80_R63,0.924,87,0.838,0
1299,Q80,Q80_R79,0.957,32,0.793,0
1300,Q81,Q81_R4,0.861,145,0.661,1
1301,Q81,Q81_R7,0.812,95,0.879,0
1302,Q81,Q81_R15,0.882,51,0.783,1
1303,Q81,Q81_R19,0.893,67,0.892,1
1304,Q81,Q81_R21,0.891,58,0.893,0
1305,Q81,Q81_R25,0.919,74,0.779,1
1306,Q81,Q81_R29,0.827,11,0.846,1
1307,Q81,Q81_R34,0.768,60,0.857,1
1308,Q81,Q81_R38,0.852,128,0.709,1
1309,Q81,Q81_R39,0.82,37,0.917,0
1310,Q82,Q82_R3,0.9,180,0.684,0
1311,Q82,Q82_R5,0.929,103,0.496,1
1312,Q82,Q82_R9,0.884,21,0.724,0
1313,Q82,Q82_R12,0.907,26,0.635,0
1314,Q82,Q82_R17,0.93,1,0.646,0
1315,Q82,Q82_R19,0.924,254,0.625,0
1316,Q82,Q82_R23,0.918,31,0.615,0
1317,Q82,Q82_R24,0.937,267,0.717,0
1318,Q82,Q82_R26,0.854,33,0.638,0
1319,Q82,Q82_R32,0.953,12,0.713,0
1320,Q83,Q83_R12,0.902,136,0.625,1
1321,Q83,Q83_R14,0.928,78,0.741,1
1322,Q83,Q83_R16,0.892,121,0.677,1
1323,Q83,Q83_R31,0.881,12,0.732,0
1324,Q83,Q83_R34,0.882,122,0.719,0
1325,Q83,Q83_R46,0.888,208,0.868,0
1326,Q83,Q83_R57,0.91,9,0.717,1
1327,Q83,Q83_R58,0.883,279,0.805,0
1328,Q83,Q83_R59,0.897,268,0.743,0
1329,Q83,Q83_R65,0.92,218,0.689,0
1330,Q84,Q84_R2,0.903,299,0.522,1
1331,Q84,Q84_R3,0.901,61,0.864,1
1332,Q84,Q84_R17,0.851,225,0.67,1
1333,Q84,Q84_R18,0.913,230,0.756,0
1334,Q84,Q84_R20,0.796,37,0.823,1
1335,Q84,Q84_R28,0.867,42,0.861,0
1336,Q84,Q84_R36,0.905,96,0.853,0
1337,Q84,Q84_R61,0.897,107,0.715,0
1338,Q84,Q84_R65,0.932,233,0.625,0
1339,Q84,Q84_R76,0.944,245,0.72,0
1340,Q85,Q85_R8,0.823,57,0.764,0
1341,Q85,Q85_R18,0.893,180,0.694,0
1342,Q85,Q85_R37,0.847,78,0.856,0
1343,Q85,Q85_R45,0.892,54,0.867,0
1344,Q85,Q85_R50,0.822,130,0.859,1
1345,Q85,Q85_R54,0.874,37,0.685,1
1346,Q85,Q85_R58,0.89,102,0.757,0
1347,Q85,Q85_R65,0.838,149,0.626,0
1348,Q85,Q85_R83,0.943,36,0.768,0
1349,Q85,Q85_R84,0.896,44,0.782,0
1350,Q86,Q86_R17,0.864,188,0.771,1
1351,Q86,Q86_R27,0.882,65,0.771,1
1352,Q86,Q86_R45,0.885,211,0.755,0
1353,Q86,Q86_R52,0.859,81,0.612,0
1354,Q86,Q86_R63,0.887,119,0.719,0
1355,Q86,Q86_R64,0.831,173,0.74,1
1356,Q86,Q86_R67,0.862,80,0.763,0
1357,Q86,Q86_R70,0.894,71,0.676,0
1358,Q86,Q86_R81,0.904,322,0.72,0
1359,Q86,Q86_R85,0.884,83,0.694,0
1360,Q87,Q87_R18,0.867,180,0.856,1
1361,Q87,Q87_R22,0.821,111,0.82,1
1362,Q87,Q87_R26,0.825,24,0.844,1
1363,Q87,Q87_R32,0.97,172,0.657,0
1364,Q87,Q87_R35,0.892,68,0.683,0
1365,Q87,Q87_R37,0.883,80,0.781,0
1366,Q87,Q87_R42,0.887,115,0.786,0
1367,Q87,Q87_R56,0.85,128,0.786,0
1368,Q87,Q87_R61,0.884,190,0.826,0
1369,Q87,Q87_R68,0.821,6,0.835,1
1370,Q88,Q88_R20,0.939,322,0.271,0
1371,Q88,Q88_R27,0.938,331,0.695,0
1372,Q88,Q88_R32,0.878,186,0.348,0
1373,Q88,Q88_R41,0.947,403,0.304,0
1374,Q88,Q88_R44,0.948,274,0.227,0
1375,Q88,Q88_R49,0.925,229,0.379,0
1376,Q88,Q88_R57,0.925,314,0.245,0
1377,Q88,Q88_R58,0.959,338,0.29,0
1378,Q88,Q88_R59,0.944,404,0.29,0
1379,Q88,Q88_R62,0.909,158,0.374,0
1380,Q89,Q89_R6,0.925,403,0.55,1
1381,Q89,Q89_R11,0.912,366,0.72,0
1382,Q89,Q89_R13,0.941,396,0.77,0
1383,Q89,Q89_R14,0.925,288,0.525,1
1384,Q89,Q89_R19,0.929,98,0.503,0
1385,Q89,Q89_R23,0.886,138,0.715,0
1386,Q89,Q89_R27,0.9,151,0.792,1
1387,Q89,Q89_R35,0.917,216,0.672,0
1388,Q89,Q89_R38,0.931,75,0.624,0
1389,Q89,Q89_R39,0.918,434,0.598,1
1390,Q90,Q90_R8,0.824,67,0.838,1
1391,Q90,Q90_R16,0.814,16,0.898,1
1392,Q90,Q90_R19,0.771,32,0.876,1
1393,Q90,Q90_R20,0.867,110,0.889,1
1394,Q90,Q90_R29,0.825,87,0.873,0
1395,Q90,Q90_R37,0.809,21,0.834,1
1396,Q90,Q90_R65,0.86,44,0.835,0
1397,Q90,Q90_R67,0.887,175,0.781,0
1398,Q90,Q90_R68,0.832,144,0.836,1
1399,Q90,Q90_R71,0.857,182,0.778,0
1400,Q91,Q91_R6,0.864,137,0.833,0
1401,Q91,Q91_R9,0.831,97,0.684,0
1402,Q91,Q91_R10,0.813,85,0.845,0
1403,Q91,Q91_R12,0.872,166,0.734,0
1404,Q91,Q91_R13,0.833,94,0.787,0
1405,Q91,Q91_R26,0.88,179,0.87,0
1406,Q91,Q91_R29,0.876,182,0.764,0
1407,Q91,Q91_R37,0.862,179,0.884,0
1408,Q91,Q91_R41,0.877,14,0.794,0
1409,Q91,Q91_R42,0.871,51,0.802,0
1410,Q92,Q92_R11,0.872,114,0.519,0
1411,Q92,Q92_R15,0.935,265,0.491,0
1412,Q92,Q92_R18,0.931,218,0.56,0
1413,Q92,Q92_R23,0.926,168,0.554,0
1414,Q92,Q92_R30,0.882,387,0.564,0
1415,Q92,Q92_R31,0.878,91,0.618,0
1416,Q92,Q92_R32,0.925,359,0.568,0
1417,Q92,Q92_R37,0.875,250,0.702,0
1418,Q92,Q92_R43,0.948,351,0.58,0
1419,Q92,Q92_R48,0.897,94,0.526,0
1420,Q93,Q93_R13,0.906,74,0.824,0
1421,Q93,Q93_R16,0.857,257,0.888,0
1422,Q93,Q93_R24,0.937,113,0.756,0
1423,Q93,Q93_R34,0.915,201,0.833,0
1424,Q93,Q93_R35,0.934,252,0.822,0
1425,Q93,Q93_R46,0.927,265,0.827,0
1426,Q93,Q93_R47,0.923,96,0.633,0
1427,Q93,Q93_R48,0.914,39,0.802,0
1428,Q93,Q93_R51,0.924,306,0.8,0
1429,Q93,Q93_R53,0.934,21,0.671,0
1430,Q94,Q94_R18,0.837,172,0.807,0
1431,Q94,Q94_R30,0.838,79,0.893,0
1432,Q94,Q94_R38,0.902,66,0.777,0
1433,Q94,Q94_R47,0.9,235,0.754,1
1434,Q94,Q94_R60,0.892,116,0.836,0
1435,Q94,Q94_R74,0.812,88,0.781,0
1436,Q94,Q94_R81,0.831,57,0.866,0
1437,Q94,Q94_R84,0.921,70,0.859,0
1438,Q94,Q94_R88,0.855,7,0.881,0
1439,Q94,Q94_R95,0.912,41,0.797,0
1440,Q95,Q95_R9,0.872,101,0.818,1
1441,Q95,Q95_R16,0.836,24,0.845,0
1442,Q95,Q95_R21,0.872,10,0.779,0
1443,Q95,Q95_R41,0.853,102,0.779,0
1444,Q95,Q95_R68,0.806,52,0.813,0
1445,Q95,Q95_R69,0.876,32,0.867,0
1446,Q95,Q95_R70,0.891,101,0.787,0
1447,Q95,Q95_R75,0.835,76,0.756,0
1448,Q95,Q95_R78,0.879,116,0.833,1
1449,Q95,Q95_R82,0.872,74,0.838,0
1450,Q96,Q96_R4,0.86,35,0.771,1
1451,Q96,Q96_R9,0.917,6,0.661,0
1452,Q96,Q96_R12,0.884,59,0.771,0
1453,Q96,Q96_R14,0.893,7,0.714,0
1454,Q96,Q96_R19,0.886,145,0.779,0
1455,Q96,Q96_R21,0.871,85,0.769,0
1456,Q96,Q96_R24,0.863,114,0.819,1
1457,Q96,Q96_R40,0.924,99,0.667,0
1458,Q96,Q96_R43,0.894,45,0.792,1
1459,Q96,Q96_R45,0.892,185,0.715,0
1460,Q97,Q97_R3,0.846,143,0.777,1
1461,Q97,Q97_R9,0.824,117,0.86,1
1462,Q97,Q97_R12,0.836,19,0.85,1
1463,Q97,Q97_R13,0.884,262,0.888,1
1464,Q97,Q97_R15,0.853,132,0.787,0
1465,Q97,Q97_R17,0.877,124,0.87,1
1466,Q97,Q97_R19,0.873,224,0.797,1
1467,Q97,Q97_R23,0.829,145,0.85,1
1468,Q97,Q97_R24,0.867,196,0.808,1
1469,Q97,Q97_R27,0.844,188,0.903,0
1470,Q98,Q98_R2,0.902,131,0.664,1
1471,Q98,Q98_R8,0.884,42,0.83,0
1472,Q98,Q98_R18,0.864,79,0.753,0
1473,Q98,Q98_R27,0.892,29,0.863,0
1474,Q98,Q98_R35,0.883,229,0.827,1
1475,Q98,Q98_R39,0.92,155,0.735,1
1476,Q98,Q98_R40,0.871,54,0.795,0
1477,Q98,Q98_R43,0.916,224,0.779,1
1478,Q98,Q98_R53,0.881,192,0.802,0
1479,Q98,Q98_R57,0.902,152,0.792,0
1480,Q99,Q99_R18,0.852,37,0.824,0
1481,Q99,Q99_R27,0.896,88,0.824,0
1482,Q99,Q99_R30,0.884,106,0.828,0
1483,Q99,Q99_R41,0.916,228,0.841,0
1484,Q99,Q99_R52,0.948,42,0.805,1
1485,Q99,Q99_R60,0.852,205,0.881,1
1486,Q99,Q99_R66,0.9,178,0.846,1
1487,Q99,Q99_R72,0.907,175,0.869,1
1488,Q99,Q99_R92,0.88,172,0.744,0
1489,Q99,Q99_R95,0.887,117,0.894,1
1490,Q100,Q100_R4,0.824,40,0.163,1
1491,Q100,Q100_R7,0.802,171,0.822,1
1492,Q100,Q100_R9,0.803,94,0.803,1
1493,Q100,Q100_R37,0.86,61,0.725,1
1494,Q100,Q100_R39,0.761,36,0.873,1
1495,Q100,Q100_R42,0.821,34,0.735,1
1496,Q100,Q100_R46,0.8,43,0.714,1
1497,Q100,Q100_R50,0.882,24,0.836,0
1498,Q100,Q100_R57,0.904,220,0.791,1
1499,Q100,Q100_R71,0.868,167,0.787,1
1500,Q101,Q101_R3,0.851,200,0.685,0
1501,Q101,Q101_R15,0.848,127,0.765,0
1502,Q101,Q101_R22,0.897,55,0.784,0
1503,Q101,Q101_R25,0.876,215,0.667,1
1504,Q101,Q101_R39,0.855,107,0.573,0
1505,Q101,Q101_R44,0.866,155,0.763,0
1506,Q101,Q101_R45,0.88,138,0.751,0
1507,Q101,Q101_R46,0.828,211,0.843,0
1508,Q101,Q101_R48,0.893,130,0.553,0
1509,Q101,Q101_R59,0.866,38,0.81,0
1510,Q102,Q102_R9,0.808,46,0.728,1
1511,Q102,Q102_R12,0.919,159,0.719,0
1512,Q102,Q102_R13,0.818,7,0.609,0
1513,Q102,Q102_R17,0.895,171,0.805,0
1514,Q102,Q102_R31,0.848,6,0.68,0
1515,Q102,Q102_R34,0.913,5,0.566,0
1516,Q102,Q102_R35,0.878,15,0.593,0
1517,Q102,Q102_R41,0.9,174,0.635,0
1518,Q102,Q102_R54,0.929,267,0.771,1
1519,Q102,Q102_R69,0.921,193,0.716,0
1520,Q103,Q103_R13,0.851,18,0.777,1
1521,Q103,Q103_R14,0.786,101,0.79,1
1522,Q103,Q103_R31,0.942,2,0.659,1
1523,Q103,Q103_R39,0.935,16,0.706,0
1524,Q103,Q103_R43,0.862,149,0.779,1
1525,Q103,Q103_R45,0.812,65,0.652,1
1526,Q103,Q103_R47,0.922,114,0.815,1
1527,Q103,Q103_R48,0.938,295,0.771,0
1528,Q103,Q103_R49,0.878,47,0.83,1
1529,Q103,Q103_R51,0.864,243,0.834,1
1530,Q104,Q104_R4,0.854,135,0.632,1
1531,Q104,Q104_R29,0.966,396,0.606,0
1532,Q104,Q104_R36,0.949,230,0.684,0
1533,Q104,Q104_R39,0.956,99,0.598,0
1534,Q104,Q104_R41,0.946,335,0.684,0
1535,Q104,Q104_R49,0.919,74,0.531,0
1536,Q104,Q104_R50,0.952,383,0.596,0
1537,Q104,Q104_R56,0.971,312,0.554,0
1538,Q104,Q104_R67,0.934,228,0.645,0
1539,Q104,Q104_R77,0.929,86,0.618,0
1540,Q105,Q105_R2,0.873,120,0.858,0
1541,Q105,Q105_R4,0.857,113,0.808,1
1542,Q105,Q105_R5,0.827,48,0.837,0
1543,Q105,Q105_R6,0.868,180,0.647,1
1544,Q105,Q105_R10,0.824,149,0.877,1
1545,Q105,Q105_R11,0.873,26,0.814,0
1546,Q105,Q105_R13,0.892,1,0.839,0
1547,Q105,Q105_R14,0.875,103,0.846,0
1548,Q105,Q105_R15,0.925,196,0.672,0
1549,Q105,Q105_R18,0.875,122,0.402,0
1550,Q106,Q106_R12,0.836,26,0.796,1
1551,Q106,Q106_R20,0.81,82,0.885,0
1552,Q106,Q106_R31,0.859,98,0.807,0
1553,Q106,Q106_R33,0.875,102,0.828,0
1554,Q106,Q106_R46,0.901,120,0.843,0
1555,Q106,Q106_R49,0.895,126,0.85,0
1556,Q106,Q106_R50,0.898,292,0.862,0
1557,Q106,Q106_R51,0.861,144,0.795,0
1558,Q106,Q106_R53,0.89,173,0.78,0
1559,Q106,Q106_R58,0.899,277,0.803,0
1560,Q107,Q107_R5,0.828,103,0.795,1
1561,Q107,Q107_R7,0.875,8,0.745,1
1562,Q107,Q107_R8,0.83,85,0.821,0
1563,Q107,Q107_R13,0.845,6,0.813,1
1564,Q107,Q107_R14,0.894,45,0.725,1
1565,Q107,Q107_R15,0.886,9,0.665,0
1566,Q107,Q107_R16,0.904,240,0.696,0
1567,Q107,Q107_R19,0.865,89,0.742,0
1568,Q107,Q107_R23,0.9,181,0.73,0
1569,Q107,Q107_R27,0.87,78,0.681,0
1570,Q108,Q108_R5,0.727,44,0.755,1
1571,Q108,Q108_R14,0.882,191,0.679,1
1572,Q108,Q108_R25,0.88,18,0.585,1
1573,Q108,Q108_R32,0.93,269,0.568,0
1574,Q108,Q108_R40,0.9,21,0.565,1
1575,Q108,Q108_R51,0.889,152,0.644,0
1576,Q108,Q108_R62,0.821,74,0.534,0
1577,Q108,Q108_R71,0.95,91,0.55,0
1578,Q108,Q108_R73,0.897,114,0.583,0
1579,Q108,Q108_R74,0.947,248,0.47,1
1580,Q109,Q109_R11,0.891,43,0.765,0
1581,Q109,Q109_R20,0.891,188,0.713,0
1582,Q109,Q109_R28,0.907,163,0.766,0
1583,Q109,Q109_R29,0.9,113,0.774,0
1584,Q109,Q109_R32,0.916,135,0.769,0
1585,Q109,Q109_R40,0.905,19,0.805,0
1586,Q109,Q109_R46,0.851,250,0.738,1
1587,Q109,Q109_R51,0.888,229,0.74,0
1588,Q109,Q109_R52,0.909,70,0.74,0
1589,Q109,Q109_R61,0.902,142,0.812,0
1590,Q110,Q110_R5,0.894,131,0.797,0
1591,Q110,Q110_R9,0.939,283,0.74,0
1592,Q110,Q110_R12,0.872,212,0.791,0
1593,Q110,Q110_R20,0.9,251,0.704,1
1594,Q110,Q110_R23,0.89,91,0.81,0
1595,Q110,Q110_R35,0.935,175,0.719,0
1596,Q110,Q110_R41,0.885,44,0.827,0
1597,Q110,Q110_R43,0.899,64,0.864,0
1598,Q110,Q110_R46,0.903,167,0.764,1
1599,Q110,Q110_R49,0.899,210,0.796,0
1600,Q111,Q111_R3,0.898,212,0.52,0
1601,Q111,Q111_R4,0.91,247,0.794,1
1602,Q111,Q111_R10,0.826,111,0.71,1
1603,Q111,Q111_R11,0.911,81,0.476,0
1604,Q111,Q111_R20,0.962,313,0.626,0
1605,Q111,Q111_R26,0.852,187,0.629,0
1606,Q111,Q111_R27,0.851,150,0.629,0
1607,Q111,Q111_R36,0.937,216,0.675,0
1608,Q111,Q111_R37,0.924,236,0.633,0
1609,Q111,Q111_R41,0.963,294,0.495,0
1610,Q112,Q112_R5,0.918,112,0.801,1
1611,Q112,Q112_R21,0.886,185,0.803,0
1612,Q112,Q112_R37,0.812,169,0.662,1
1613,Q112,Q112_R41,0.864,25,0.761,1
1614,Q112,Q112_R43,0.891,89,0.82,1
1615,Q112,Q112_R49,0.889,18,0.804,1
1616,Q112,Q112_R51,0.897,67,0.761,1
1617,Q112,Q112_R53,0.917,90,0.608,0
1618,Q112,Q112_R61,0.912,145,0.569,1
1619,Q112,Q112_R68,0.912,146,0.628,1
1620,Q113,Q113_R7,0.889,85,0.819,1
1621,Q113,Q113_R15,0.889,359,0.807,1
1622,Q113,Q113_R23,0.848,122,0.773,0
1623,Q113,Q113_R25,0.898,237,0.696,0
1624,Q113,Q113_R31,0.91,289,0.88,0
1625,Q113,Q113_R35,0.848,66,0.842,0
1626,Q113,Q113_R45,0.924,253,0.876,0
1627,Q113,Q113_R49,0.85,77,0.897,0
1628,Q113,Q113_R70,0.835,11,0.917,0
1629,Q113,Q113_R80,0.924,313,0.859,0
1630,Q114,Q114_R2,0.935,214,0.761,0
1631,Q114,Q114_R4,0.967,250,0.603,0
1632,Q114,Q114_R5,0.954,14,0.79,0
1633,Q114,Q114_R8,0.934,215,0.697,0
1634,Q114,Q114_R9,0.916,68,0.877,0
1635,Q114,Q114_R11,0.935,224,0.801,0
1636,Q114,Q114_R15,0.917,156,0.848,0
1637,Q114,Q114_R20,0.938,197,0.513,0
1638,Q114,Q114_R25,0.952,178,0.773,0
1639,Q114,Q114_R28,0.881,83,0.834,0
1640,Q115,Q115_R2,0.855,264,0.793,0
1641,Q115,Q115_R7,0.826,23,0.903,1
1642,Q115,Q115_R8,0.816,15,0.82,0
1643,Q115,Q115_R11,0.918,297,0.84,0
1644,Q115,Q115_R13,0.837,168,0.929,0
1645,Q115,Q115_R14,0.826,221,0.768,0
1646,Q115,Q115_R15,0.779,211,0.813,1
1647,Q115,Q115_R16,0.867,285,0.683,1
